Date,Time,Hr_(%),Rg_(W/m2),Rg(MJ/d/m²),Tair_(°C),Vv_(m/s)
7/7/2013,16:30:00,18.5400009155,521.0999755859,45.0230378906,40.5,3.0569999218
7/7/2013,17:00:00,24.5300006866,201.1999969482,17.3836797363,38.7999992371,2.8710000515
7/7/2013,17:30:00,22.6000003815,108.0999984741,9.3398398682,37.4300003052,2.9319999218
7/7/2013,18:00:00,21.7900009155,37.8400001526,3.2693760132,34.8300018311,3.3120000362
7/7/2013,18:30:00,24.7900009155,8.0900001526,0.6989760132,33.2799987793,2.6459999084
7/7/2013,19:00:00,22.5699996948,6.8159999847,0.5889023987,33.5400009155,1.7649999857
7/7/2013,19:30:00,17.8500003815,7,0.6048,34.5600013733,2.5490000248
7/7/2013,20:00:00,23.1000003815,3.9839999676,0.3442175972,32.8699989319,1.0499999523
7/7/2013,20:30:00,30.1299991608,3.2980000973,0.2849472084,30.8899993896,1.6740000248
7/7/2013,21:00:00,28.9300003052,3.2980000973,0.2849472084,31.2800006866,1.7539999485
7/7/2013,21:30:00,27.6900005341,3.2980000973,0.2849472084,31.2000007629,2.2650001049
7/7/2013,22:00:00,26.0400009155,3.2980000973,0.2849472084,31.6299991608,3.493999958
7/7/2013,22:30:00,24.0300006866,3.2980000973,0.2849472084,31.9699993134,3.5499999523
7/7/2013,23:00:00,22.4899997711,3.2980000973,0.2849472084,32.1500015259,3.2039999962
7/7/2013,23:30:00,24.3799991608,3.2980000973,0.2849472084,31.5400009155,2.3399999142
7/8/2013,00:00:00,22.2900009155,3.2980000973,0.2849472084,32.0699996948,2.614000082
7/8/2013,00:30:00,19.4899997711,3.2980000973,0.2849472084,33.1300010681,2.6180000305
7/8/2013,01:00:00,15.970000267,3.2980000973,0.2849472084,34.6500015259,2.7070000172
7/8/2013,01:30:00,19.0400009155,3.2980000973,0.2849472084,33.3899993896,2.0199999809
7/8/2013,02:00:00,22.6399993896,3.2980000973,0.2849472084,31.9799995422,1.7519999743
7/8/2013,02:30:00,26.4899997711,3.2980000973,0.2849472084,30.3700008392,1.3329999447
7/8/2013,03:00:00,34.8300018311,3.2980000973,0.2849472084,27.6599998474,0.9010000229
7/8/2013,03:30:00,55.6199989319,3.2899999619,0.2842559967,23.6299991608,0.5120000243
7/8/2013,04:00:00,63.3699989319,3.2960000038,0.2847744003,21.9599990845,0.5279999971
7/8/2013,04:30:00,63.3499984741,3.2909998894,0.2843423904,21.0699996948,0.3449999988
7/8/2013,05:00:00,65.7799987793,3.2860000134,0.2839104012,20.3600006104,0.5600000024
7/8/2013,05:30:00,66.5100021362,3.8450000286,0.3322080025,19.9500007629,0.5279999971
7/8/2013,06:00:00,67.8700027466,20.0799999237,1.7349119934,19.8500003815,0.5590000153
7/8/2013,06:30:00,63.6399993896,82.1999969482,7.1020797363,20.9300003052,0.5669999719
7/8/2013,07:00:00,62.9500007629,178.8000030518,15.4483202637,23.3899993896,0.201000005
7/8/2013,07:30:00,63.9799995422,288,24.8832,26.3600006104,0.0939999968
7/8/2013,08:00:00,38.5499992371,395.6000061035,34.1798405273,31.1100006104,0.1459999979
7/8/2013,08:30:00,27.1499996185,498.700012207,43.0876810547,32.4099998474,0.8450000286
7/8/2013,09:00:00,23.7299995422,596.4000244141,51.5289621094,33.1399993896,0.726000011
7/8/2013,09:30:00,19.1200008392,686.4000244141,59.3049621094,34.9500007629,0.7089999914
7/8/2013,10:00:00,16.1700000763,766,66.1824,36.3400001526,0.6359999776
7/8/2013,10:30:00,16.5300006866,831,71.7984,37.3800010681,0.8909999728
7/8/2013,11:00:00,16.3700008392,883,76.2912,38.0699996948,1.2960000038
7/8/2013,11:30:00,15.1499996185,925,79.92,38.7799987793,1.6519999504
7/8/2013,12:00:00,13.8000001907,952,82.2528,39.2900009155,1.7389999628
7/8/2013,12:30:00,12.4600000381,968,83.6352,39.9199981689,1.8650000095
7/8/2013,13:00:00,12.0799999237,972,83.9808,40.9099998474,2.0209999084
7/8/2013,13:30:00,11.2399997711,967,83.5488,41.1899986267,2.3259999752
7/8/2013,14:00:00,9.75,950,82.08,41.8699989319,2.5820000172
7/8/2013,14:30:00,9.279999733,918,79.3152,42.1399993896,2.6889998913
7/8/2013,15:00:00,9.1400003433,875,75.6,42.5600013733,2.6180000305
7/8/2013,15:30:00,8.8999996185,626.5999755859,54.1382378906,42.1599998474,2.1600000858
7/8/2013,16:00:00,9.0600004196,395,34.128,41.9300003052,1.6859999895
7/8/2013,16:30:00,16.7999992371,49.6899986267,4.2932158813,37.1500015259,4.9460000992
7/8/2013,17:00:00,58.0999984741,13.8999996185,1.200959967,25.0100002289,6.4400000572
7/8/2013,17:30:00,40.4000015259,13.8500003815,1.196640033,27.7199993134,3.2100000381
7/8/2013,18:00:00,27.9300003052,26.75,2.3112,30.9599990845,3.0729999542
7/8/2013,18:30:00,29.7099990845,96.3000030518,8.3203202637,30.7099990845,1.4839999676
7/8/2013,19:00:00,47.7000007629,103.9000015259,8.9769601318,28.7999992371,1.0099999905
7/8/2013,19:30:00,41.6100006104,38.7599983215,3.348863855,28.8799991608,1.6269999743
7/8/2013,20:00:00,35.0200004578,6.4169998169,0.5544287842,29.6700000763,1.6560000181
7/8/2013,20:30:00,34.3300018311,3.2990000248,0.2850336021,29.5699996948,1.3450000286
7/8/2013,21:00:00,42.4500007629,3.2990000248,0.2850336021,28.1499996185,0.7540000081
7/8/2013,21:30:00,40.7000007629,3.2999999523,0.2851199959,28.2299995422,0.9049999714
7/8/2013,22:00:00,62.0999984741,3.2980000973,0.2849472084,24.7999992371,0.4539999962
7/8/2013,22:30:00,60.9000015259,3.2939999104,0.2846015923,24.1100006104,0.8029999733
7/8/2013,23:00:00,49.2200012207,3.2980000973,0.2849472084,25.9699993134,1.0429999828
7/8/2013,23:30:00,51.8400001526,3.2999999523,0.2851199959,25.0699996948,1.0629999638
7/9/2013,00:00:00,49,3.2980000973,0.2849472084,24.9099998474,1.1139999628
7/9/2013,00:30:00,48.6300010681,3.2950000763,0.2846880066,24.7800006866,0.875
7/9/2013,01:00:00,75.3000030518,3.2929999828,0.2845151985,21.3999996185,0.4040000141
7/9/2013,01:30:00,81.8000030518,3.263999939,0.2820095947,20.2399997711,0.5210000277
7/9/2013,02:00:00,68.6699981689,3.2290000916,0.2789856079,21.8700008392,0.4429999888
7/9/2013,02:30:00,63.3199996948,3.2520000935,0.2809728081,22.3799991608,0.77700001
7/9/2013,03:00:00,57.6100006104,3.2939999104,0.2846015923,22.8600006104,0.9819999933
7/9/2013,03:30:00,65.4599990845,3.243999958,0.2802815964,21.8199996948,0.4300000072
7/9/2013,04:00:00,77.0999984741,3.1970000267,0.2762208023,20.2199993134,0.4099999964
7/9/2013,04:30:00,84.1999969482,3.2300000191,0.2790720016,19.1900005341,0.3249999881
7/9/2013,05:00:00,87.0999984741,3.256000042,0.2813184036,18.9200000763,0.3779999912
7/9/2013,05:30:00,88.1999969482,3.6589999199,0.3161375931,18.7900009155,0.3120000064
7/9/2013,06:00:00,88.8000030518,20.1800003052,1.7435520264,18.5900001526,0.273999989
7/9/2013,06:30:00,88.3000030518,74.1999969482,6.4108797363,19.1000003815,0.5659999847
7/9/2013,07:00:00,85.6999969482,184.8999938965,15.9753594727,20.8400001526,0.3880000114
7/9/2013,07:30:00,71.4000015259,297.5,25.704,24.1800003052,0.3319999874
7/9/2013,08:00:00,56.7299995422,400.3999938965,34.5945594727,27.2399997711,0.3109999895
7/9/2013,08:30:00,39.1899986267,503,43.4592,29.6100006104,0.3779999912
7/9/2013,09:00:00,35.5099983215,594.5999755859,51.3734378906,31.5499992371,0.4699999988
7/9/2013,09:30:00,38.3699989319,683.5,59.0544,31.6900005341,0.6299999952
7/9/2013,10:00:00,31.3700008392,763,65.9232,32.6899986267,0.7889999747
7/9/2013,10:30:00,24.6800003052,829,71.6256,33.8899993896,0.8560000062
7/9/2013,11:00:00,21.8799991608,884,76.3776,34.6599998474,1.0210000277
7/9/2013,11:30:00,20.2299995422,912,78.7968,35.3199996948,1.3289999962
7/9/2013,12:00:00,19.1100006104,945,81.648,35.9799995422,1.2760000229
7/9/2013,12:30:00,18.2099990845,928,80.1792,36.6599998474,1.6399999857
7/9/2013,13:00:00,17.1299991608,961,83.0304,37.4700012207,1.7230000496
7/9/2013,13:30:00,15.6999998093,953,82.3392,38.0200004578,1.7209999561
7/9/2013,14:00:00,15.5900001526,951,82.1664,38.7200012207,1.8120000362
7/9/2013,14:30:00,15.2700004578,832,71.8848,38.9799995422,1.8300000429
7/9/2013,15:00:00,15.3800001144,863,74.5632,39.2999992371,1.8150000572
7/9/2013,15:30:00,14.7899999619,722,62.3808,39.2200012207,2.3289999962
7/9/2013,16:00:00,19.0799999237,317.299987793,27.4147189453,38.2200012207,0.9330000281
7/9/2013,16:30:00,25.2399997711,281.8999938965,24.3561594727,37.2599983215,0.7630000114
7/9/2013,17:00:00,20.7900009155,354.6000061035,30.6374405273,37.9399986267,0.9860000014
7/9/2013,17:30:00,16.7999992371,502.200012207,43.3900810547,38.7400016785,1.8159999847
7/9/2013,18:00:00,14.9300003052,333.6000061035,28.8230405273,38.1699981689,2.5759999752
7/9/2013,18:30:00,14.9399995804,209.8999938965,18.1353594727,37.0099983215,2.632999897
7/9/2013,19:00:00,15.1199998856,122.0999984741,10.5494398682,35.7799987793,2.5039999485
7/9/2013,19:30:00,15.7299995422,50,4.32,34.4500007629,1.6339999437
7/9/2013,20:00:00,16.9899997711,9.1300001144,0.7888320099,32.8300018311,1.4559999704
7/9/2013,20:30:00,30.0799999237,3.2980000973,0.2849472084,30.3700008392,0.4370000064
7/9/2013,21:00:00,43.4199981689,3.2980000973,0.2849472084,27.7600002289,0.6240000129
7/9/2013,21:30:00,30.5900001526,3.2980000973,0.2849472084,29.8799991608,1.9400000572
7/9/2013,22:00:00,30.3099994659,3.2990000248,0.2850336021,30.0200004578,1.9309999943
7/9/2013,22:30:00,28.6299991608,3.2990000248,0.2850336021,30.0900001526,1.3439999819
7/9/2013,23:00:00,28.3500003815,3.2990000248,0.2850336021,30.2000007629,0.6589999795
7/9/2013,23:30:00,38.3600006104,3.2990000248,0.2850336021,28.0200004578,0.451000005
7/10/2013,00:00:00,51.9900016785,3.2990000248,0.2850336021,25.0499992371,0.8769999743
7/10/2013,00:30:00,47.9799995422,3.2960000038,0.2847744003,25.5599994659,0.5469999909
7/10/2013,01:00:00,58.5999984741,3.2960000038,0.2847744003,24.2700004578,0.1940000057
7/10/2013,01:30:00,69.6699981689,3.257999897,0.2814911911,22.6299991608,0.4460000098
7/10/2013,02:00:00,68.4899978638,3.2379999161,0.2797631927,22.9099998474,0.3779999912
7/10/2013,02:30:00,67.2200012207,3.2599999905,0.2816639992,22.5699996948,0.5469999909
7/10/2013,03:00:00,77.5999984741,3.2200000286,0.2782080025,21.0599994659,0.7360000014
7/10/2013,03:30:00,67.8000030518,3.2490000725,0.2807136063,22.0100002289,0.59799999
7/10/2013,04:00:00,59.3300018311,3.2950000763,0.2846880066,23.2800006866,0.2649999857
7/10/2013,04:30:00,75.9000015259,3.2130000591,0.2776032051,20.6000003815,0.6129999757
7/10/2013,05:00:00,79.5999984741,3.253000021,0.2810592018,19.8999996185,0.4280000031
7/10/2013,05:30:00,80,3.6129999161,0.3121631927,19.7800006866,0.4289999902
7/10/2013,06:00:00,85.0999984741,17.0900001526,1.4765760132,19.1700000763,0.4909999967
7/10/2013,06:30:00,84.6999969482,62.5699996948,5.4060479736,19.8299999237,0.2890000045
7/10/2013,07:00:00,71.4000015259,184,15.8976,22.0400009155,0.6840000153
7/10/2013,07:30:00,44.1100006104,301.1000061035,26.0150405273,26.1700000763,0.6560000181
7/10/2013,08:00:00,37.3199996948,422.3999938965,36.4953594727,27.5200004578,0.7189999819
7/10/2013,08:30:00,34.5600013733,313.5,27.0864,28.2199993134,0.5479999781
7/10/2013,09:00:00,32.5800018311,548.5,47.3904,29.1599998474,0.5939999819
7/10/2013,09:30:00,25.7999992371,707,61.0848,31.0900001526,1.0950000286
7/10/2013,10:00:00,23.3700008392,788,68.0832,32.2799987793,1.2929999828
7/10/2013,10:30:00,22.1200008392,859,74.2176,33.3499984741,1.1419999599
7/10/2013,11:00:00,20.6800003052,911,78.7104,34.3400001526,1.44599998
7/10/2013,11:30:00,19.7800006866,909,78.5376,35.2200012207,1.67900002
7/10/2013,12:00:00,18.6100006104,934,80.6976,36.1800003052,1.6679999828
7/10/2013,12:30:00,17.7000007629,1013,87.5232,37.1399993896,2.1159999371
7/10/2013,13:00:00,16.25,998,86.2272,37.9700012207,2.2769999504
7/10/2013,13:30:00,13.970000267,981,84.7584,39.1300010681,2.0799999237
7/10/2013,14:00:00,11.6999998093,968,83.6352,39.8300018311,2.0629999638
7/10/2013,14:30:00,11.4399995804,943,81.4752,40.1100006104,2.0009999275
7/10/2013,15:00:00,11.1800003052,820,70.848,40.1300010681,2.8020000458
7/10/2013,15:30:00,11.6000003815,626.5999755859,54.1382378906,40.25,2.1559998989
7/10/2013,16:00:00,12.2100000381,389.700012207,33.6700810547,39.8400001526,2.3589999676
7/10/2013,16:30:00,18.1499996185,356.299987793,30.7843189453,38.0200004578,2.7690000534
7/10/2013,17:00:00,20.4699993134,199.6000061035,17.2454405273,36.9799995422,1.5789999962
7/10/2013,17:30:00,15.0100002289,340.799987793,29.4451189453,38.3699989319,2.5099999905
7/10/2013,18:00:00,14.75,437.1000061035,37.7654405273,38.9199981689,2.8350000381
7/10/2013,18:30:00,15.0100002289,310.299987793,26.8099189453,37.3400001526,3.361000061
7/10/2013,19:00:00,17.0100002289,153.1999969482,13.2364797363,35.9399986267,3.8239998817
7/10/2013,19:30:00,18.4599990845,61.6399993896,5.3256959473,34.8899993896,3.3350000381
7/10/2013,20:00:00,18.1700000763,9.7700004578,0.8441280396,34.3600006104,2.8139998913
7/10/2013,20:30:00,20.5599994659,3.2980000973,0.2849472084,33.2200012207,1.2920000553
7/10/2013,21:00:00,22.2800006866,3.2980000973,0.2849472084,32.5200004578,0.9359999895
7/10/2013,21:30:00,28.3500003815,3.2980000973,0.2849472084,31.3999996185,0.6320000291
7/10/2013,22:00:00,29.0900001526,3.2980000973,0.2849472084,31.1900005341,0.8029999733
7/10/2013,22:30:00,47.25,3.2980000973,0.2849472084,27.4400005341,0.6769999862
7/10/2013,23:00:00,44.4500007629,3.2990000248,0.2850336021,27.0699996948,0.3950000107
7/10/2013,23:30:00,50.2900009155,3.2960000038,0.2847744003,25.7900009155,0.4129999876
7/11/2013,00:00:00,62.0800018311,3.2999999523,0.2851199959,24.1599998474,0.3670000136
7/11/2013,00:30:00,68.2799987793,3.2709999084,0.2826143921,22.6100006104,0.4889999926
7/11/2013,01:00:00,65.2200012207,3.253000021,0.2810592018,23.1200008392,0.7429999709
7/11/2013,01:30:00,68.1900024414,3.243999958,0.2802815964,22.8400001526,0.3880000114
7/11/2013,02:00:00,74.3000030518,3.2379999161,0.2797631927,22.0400009155,0.4939999878
7/11/2013,02:30:00,72.6999969482,3.2279999256,0.2788991936,22.0900001526,0.4970000088
7/11/2013,03:00:00,66.6200027466,3.242000103,0.2801088089,22.3600006104,0.6029999852
7/11/2013,03:30:00,62.9399986267,3.2550001144,0.2812320099,23.1499996185,0.6589999795
7/11/2013,04:00:00,58.7799987793,3.2809998989,0.2834783913,23.5300006866,0.7289999723
7/11/2013,04:30:00,43.2099990845,3.2990000248,0.2850336021,26.0699996948,0.9190000296
7/11/2013,05:00:00,51.3699989319,3.2950000763,0.2846880066,24.6000003815,0.5669999719
7/11/2013,05:30:00,65.6800003052,3.4440000057,0.2975616005,22.3299999237,0.4850000143
7/11/2013,06:00:00,74.8000030518,8.9300003052,0.7715520264,21.2999992371,0.4040000141
7/11/2013,06:30:00,72.8000030518,49.4700012207,4.2742081055,21.0799999237,0.451000005
7/11/2013,07:00:00,57.6199989319,91.4000015259,7.8969601318,23.1299991608,0.7839999795
7/11/2013,07:30:00,55.4199981689,142.3000030518,12.2947202637,23.8799991608,0.7269999981
7/11/2013,08:00:00,49.8499984741,243.6999969482,21.0556797363,25.3899993896,0.5910000205
7/11/2013,08:30:00,49.5999984741,302.8999938965,26.1705594727,26.9599990845,0.6539999843
7/11/2013,09:00:00,46.4700012207,508.8999938965,43.9689594727,27.6800003052,1.2940000296
7/11/2013,09:30:00,33.4099998474,657.200012207,56.7820810547,30.7399997711,1.371999979
7/11/2013,10:00:00,31.8899993896,746,64.4544,31.9500007629,1.4520000219
7/11/2013,10:30:00,34.0900001526,604.799987793,52.2547189453,30.9300003052,1.3270000219
7/11/2013,11:00:00,32.5999984741,477.3999938965,41.2473594727,31.5900001526,0.5799999833
7/11/2013,11:30:00,35.3899993896,308.3999938965,26.6457594727,31.1599998474,1.19599998
7/11/2013,12:00:00,32.7900009155,296.200012207,25.5916810547,30.9699993134,1.1130000353
7/11/2013,12:30:00,31.5200004578,292.8999938965,25.3065594727,31.7700004578,1.0759999752
7/11/2013,13:00:00,34.2200012207,265,22.896,31.8400001526,1.3329999447
7/11/2013,13:30:00,37.1800003052,236.8000030518,20.4595202637,31.3899993896,0.6240000129
7/11/2013,14:00:00,46.4900016785,178.6000061035,15.4310405273,30.5900001526,0.9840000272
7/11/2013,14:30:00,26.1800003052,215.5,18.6192,32.0800018311,1.1599999666
7/11/2013,15:00:00,15.9600000381,279.799987793,24.1747189453,34.5400009155,1.8380000591
7/11/2013,15:30:00,20.8799991608,254.3999938965,21.9801594727,35,1.3500000238
7/11/2013,16:00:00,35.8499984741,365.799987793,31.6051189453,32.9399986267,0.5529999733
7/11/2013,16:30:00,15.9300003052,547.5999755859,47.3126378906,36.4000015259,0.9409999847
7/11/2013,17:00:00,13.0699996948,385.200012207,33.2812810547,36.8699989319,1.3660000563
7/11/2013,17:30:00,14.0399999619,191.8999938965,16.5801594727,36.3300018311,1.3739999533
7/11/2013,18:00:00,23.4599990845,126.5,10.9296,33.8400001526,1.0599999428
7/11/2013,18:30:00,23.7099990845,118,10.1952,32.9300003052,1.4160000086
7/11/2013,19:00:00,22.6700000763,97.0999984741,8.3894398682,32.8199996948,1.4119999409
7/11/2013,19:30:00,22.5,38.8300018311,3.3549121582,32.4199981689,0.9520000219
7/11/2013,20:00:00,25.4899997711,6.8550000191,0.5922720016,31.2199993134,0.8820000291
7/11/2013,20:30:00,28.2600002289,3.2980000973,0.2849472084,29.6299991608,1.1360000372
7/11/2013,21:00:00,27.5499992371,3.2990000248,0.2850336021,30.1700000763,1.5110000372
7/11/2013,21:30:00,28.5900001526,3.2990000248,0.2850336021,29.7999992371,1.7400000095
7/11/2013,22:00:00,30.6599998474,3.2990000248,0.2850336021,28.9400005341,0.9689999819
7/11/2013,22:30:00,33.2700004578,3.2990000248,0.2850336021,27.8799991608,0.7519999743
7/11/2013,23:00:00,35.6399993896,3.2980000973,0.2849472084,26.8799991608,0.7910000086
7/11/2013,23:30:00,35.0499992371,3.2999999523,0.2851199959,26.9099998474,0.9539999962
7/12/2013,00:00:00,37.7999992371,3.2999999523,0.2851199959,26.3099994659,0.6060000062
7/12/2013,00:30:00,56.2200012207,3.2969999313,0.2848607941,22.9799995422,0.4280000031
7/12/2013,01:00:00,72.3000030518,3.2509999275,0.2808863937,20.7000007629,0.2759999931
7/12/2013,01:30:00,72.6999969482,3.2479999065,0.2806271919,20.3600006104,0.4560000002
7/12/2013,02:00:00,77.4000015259,3.2200000286,0.2782080025,19.5699996948,0.4420000017
7/12/2013,02:30:00,59.5800018311,3.2890000343,0.284169603,21.4699993134,0.8230000138
7/12/2013,03:00:00,54.8899993896,3.2909998894,0.2843423904,22.1000003815,0.8920000196
7/12/2013,03:30:00,62.2700004578,3.2479999065,0.2806271919,21.4899997711,0.3420000076
7/12/2013,04:00:00,58.3600006104,3.2520000935,0.2809728081,21.6200008392,0.7319999933
7/12/2013,04:30:00,51.9700012207,3.2920000553,0.2844288048,22.4099998474,0.4440000057
7/12/2013,05:00:00,66.1600036621,3.2369999886,0.279676799,20.2399997711,0.3549999893
7/12/2013,05:30:00,75.5999984741,3.4649999142,0.2993759926,18.8299999237,0.5450000167
7/12/2013,06:00:00,79.0999984741,14.4099998474,1.2450239868,18.2099990845,0.7369999886
7/12/2013,06:30:00,72.4000015259,67.1900024414,5.8052162109,19.5400009155,0.5529999733
7/12/2013,07:00:00,75.0999984741,140.3000030518,12.1219202637,20.8600006104,0.1720000058
7/12/2013,07:30:00,68.1600036621,290.5,25.0992,23.6299991608,0.3000000119
7/12/2013,08:00:00,45.7099990845,397.799987793,34.3699189453,27.4899997711,0.6150000095
7/12/2013,08:30:00,36.0600013733,502.1000061035,43.3814405273,29.3999996185,0.8880000114
7/12/2013,09:00:00,29.4300003052,601.299987793,51.9523189453,30.6100006104,0.7030000091
7/12/2013,09:30:00,27.5200004578,691.5999755859,59.7542378906,31.7199993134,0.9779999852
7/12/2013,10:00:00,26.0300006866,773,66.7872,32.1300010681,1.4529999495
7/12/2013,10:30:00,24.6599998474,839,72.4896,32.7400016785,1.3960000277
7/12/2013,11:00:00,23.6000003815,891,76.9824,33.5200004578,1.2259999514
7/12/2013,11:30:00,21.9699993134,933,80.6112,34.3199996948,1.5629999638
7/12/2013,12:00:00,20.0300006866,962,83.1168,35.1300010681,1.3700000048
7/12/2013,12:30:00,17.3899993896,979,84.5856,35.9099998474,1.5809999704
7/12/2013,13:00:00,15.6700000763,983,84.9312,36.5299987793,1.817999959
7/12/2013,13:30:00,14.7600002289,976,84.3264,36.9700012207,1.942999959
7/12/2013,14:00:00,13.4200000763,961,83.0304,37.4599990845,1.8029999733
7/12/2013,14:30:00,11.2700004578,927,80.0928,38.1100006104,2.1849999428
7/12/2013,15:00:00,10.279999733,874,75.5136,38.3499984741,2.1600000858
7/12/2013,15:30:00,11.1599998474,570.5,49.2912,38.4199981689,1.625
7/12/2013,16:00:00,13.3699998856,287.1000061035,24.8054405273,37.4399986267,1.3500000238
7/12/2013,16:30:00,12.5,469.1000061035,40.5302405273,37.9500007629,1.6469999552
7/12/2013,17:00:00,11.9399995804,264.200012207,22.8268810547,37.7700004578,2.0230000019
7/12/2013,17:30:00,11.6199998856,474.6000061035,41.0054405273,38.0499992371,2.367000103
7/12/2013,18:00:00,11.5,326.3999938965,28.2009594727,37.5099983215,2.6099998951
7/12/2013,18:30:00,12,216,18.6624,36.7599983215,2.4619998932
7/12/2013,19:00:00,13.2299995422,117.4000015259,10.1433601318,35.6800003052,2.0260000229
7/12/2013,19:30:00,14.6400003433,40.4900016785,3.498336145,34.4599990845,1.9040000439
7/12/2013,20:00:00,16.4699993134,6.8319997787,0.5902847809,33.0200004578,1.1289999485
7/12/2013,20:30:00,21.2199993134,3.2980000973,0.2849472084,31.1000003815,0.5320000052
7/12/2013,21:00:00,46.8800010681,3.2990000248,0.2850336021,25.3899993896,0.5830000043
7/12/2013,21:30:00,59.9599990845,3.2850000858,0.2838240074,22.4599990845,0.6290000081
7/12/2013,22:00:00,59.4599990845,3.2909998894,0.2843423904,22.0599994659,0.5960000157
7/12/2013,22:30:00,66.9899978638,3.2550001144,0.2812320099,20.3799991608,0.6399999857
7/12/2013,23:00:00,65.3399963379,3.2349998951,0.2795039909,20.0900001526,0.5690000057
7/12/2013,23:30:00,51.3699989319,3.2669999599,0.2822687965,21.6200008392,0.7990000248
7/13/2013,00:00:00,45.6199989319,3.2820000648,0.2835648056,22.6499996185,0.4869999886
7/13/2013,00:30:00,65.9400024414,3.2009999752,0.2765663979,19.8999996185,0.5989999771
7/13/2013,01:00:00,75.4000015259,3.1610000134,0.2731104012,18.3400001526,0.6880000234
7/13/2013,01:30:00,79.9000015259,3.2119998932,0.2775167908,17.6100006104,0.6409999728
7/13/2013,02:00:00,79.3000030518,3.1889998913,0.2755295906,17.4500007629,0.6159999967
7/13/2013,02:30:00,82.8000030518,3.2070000172,0.2770848015,16.7900009155,0.6480000019
7/13/2013,03:00:00,83.6999969482,3.2060000896,0.2769984077,16.4699993134,0.7080000043
7/13/2013,03:30:00,84.0999984741,3.2409999371,0.2800223946,16.2399997711,0.5830000043
7/13/2013,04:00:00,85,3.2309999466,0.2791583954,15.8500003815,0.6060000062
7/13/2013,04:30:00,85,3.2279999256,0.2788991936,15.5500001907,0.4819999933
7/13/2013,05:00:00,84.5,3.2230000496,0.2784672043,15.2700004578,0.5820000172
7/13/2013,05:30:00,84.8000030518,3.5620000362,0.3077568031,15.0500001907,0.6830000281
7/13/2013,06:00:00,85.9000015259,16.3600006104,1.4135040527,14.9200000763,0.6290000081
7/13/2013,06:30:00,85.4000015259,76.1999969482,6.5836797363,15.6800003052,0.4769999981
7/13/2013,07:00:00,80.5999984741,179.3000030518,15.4915202637,18.1299991608,0.2610000074
7/13/2013,07:30:00,74,290.8999938965,25.1337594727,21.6800003052,0.1560000032
7/13/2013,08:00:00,46,401.8999938965,34.7241594727,25.0200004578,0.6100000143
7/13/2013,08:30:00,42.8400001526,509.299987793,44.0035189453,25.6900005341,0.8590000272
7/13/2013,09:00:00,38.5099983215,610.9000244141,52.7817621094,27.1000003815,0.67900002
7/13/2013,09:30:00,33.3100013733,702,60.6528,28.1900005341,1.1339999437
7/13/2013,10:00:00,26.5400009155,783,67.6512,29.9599990845,1.2359999418
7/13/2013,10:30:00,26.0400009155,849,73.3536,31.0300006866,1.2619999647
7/13/2013,11:00:00,21.3199996948,905,78.192,32.2000007629,1.6599999666
7/13/2013,11:30:00,19.2199993134,940,81.216,33.2900009155,1.5640000105
7/13/2013,12:00:00,19.2299995422,960,82.944,34,1.746999979
7/13/2013,12:30:00,16.0499992371,979,84.5856,34.8899993896,1.8680000305
7/13/2013,13:00:00,13.7600002289,987,85.2768,35.6800003052,1.8910000324
7/13/2013,13:30:00,13.279999733,977,84.4128,36.7299995422,1.7189999819
7/13/2013,14:00:00,11.8999996185,963,83.2032,36.8499984741,1.8279999495
7/13/2013,14:30:00,10,931,80.4384,37.4700012207,1.8530000448
7/13/2013,15:00:00,10.1899995804,878,75.8592,37.8600006104,1.2610000372
7/13/2013,15:30:00,10.2399997711,810,69.984,38.1699981689,1.9049999714
7/13/2013,16:00:00,10.1099996567,734,63.4176,38.0900001526,1.993999958
7/13/2013,16:30:00,10.7700004578,636.200012207,54.9676810547,38.0499992371,3.0290000439
7/13/2013,17:00:00,11.0799999237,541.5999755859,46.7942378906,37.4599990845,2.9070000648
7/13/2013,17:30:00,11.3199996948,437.1000061035,37.7654405273,37.1899986267,3.0550000668
7/13/2013,18:00:00,13.0399999619,326.8999938965,28.2441594727,36.3899993896,2.878000021
7/13/2013,18:30:00,15.6599998474,215.3000030518,18.6019202637,35.2799987793,3.1930000782
7/13/2013,19:00:00,17.6599998474,114.5999984741,9.9014398682,34,3.1019999981
7/13/2013,19:30:00,19.8099994659,40.6100006104,3.5087040527,32.6800003052,2.0880000591
7/13/2013,20:00:00,22.2199993134,6.7620000839,0.5842368073,31.3099994659,1.7819999456
7/13/2013,20:30:00,24.75,3.2980000973,0.2849472084,30.0300006866,1.2079999447
7/13/2013,21:00:00,36.5099983215,3.2969999313,0.2848607941,27.1499996185,0.3899999857
7/13/2013,21:30:00,42.5999984741,3.2920000553,0.2844288048,25.0799999237,0.6570000052
7/13/2013,22:00:00,57.3600006104,3.2850000858,0.2838240074,22.4300003052,0.6330000162
7/13/2013,22:30:00,60.4700012207,3.2709999084,0.2826143921,21.2800006866,0.675999999
7/13/2013,23:00:00,65.3700027466,3.2290000916,0.2789856079,20.3799991608,0.4850000143
7/13/2013,23:30:00,70.1999969482,3.2209999561,0.2782943962,19.4899997711,0.5619999766
7/14/2013,00:00:00,76.0999984741,3.1640000343,0.273369603,18.4899997711,0.5759999752
7/14/2013,00:30:00,76.0999984741,3.1659998894,0.2735423904,18.3299999237,0.474999994
