logger,year,doy,hhmm,tension,PARgl_0,PARdif,NET_Sw_0,NET_LW,Temp,HR,R,Pa,incoming PAR,reflected PAR
1,2014,183,430,1,0,2.538,0,-15.51,14.03,91.7,0,997,1,1
1,2014,183,500,1,0,2.399,0,-43.52,14.12,91.5,0,997,1,1
1,2014,183,530,1,0,2.528,0,-65.97,13.74,92.6,0,997,1,1
1,2014,183,600,1,0,3.831,0,-67.04,13.62,93.7,0,997,1,1
1,2014,183,630,1,43.31,31.7,14.24,-63.95,13.43,94.9,0,997,1,1
1,2014,183,700,1,163.6,92.3,96.2,-69.8,13.49,95.9,0,997,1,1
1,2014,183,730,1,374.8,144.4,186.4,-73,14.2,94.5,0,997,1,1
1,2014,183,800,1,641.1,208.1,295.6,-72.5,15.63,87,0,997,1,1
1,2014,183,830,1,823,435,367.6,-54.88,16.74,81.5,0,997,1,1
1,2014,183,900,1,734,535.3,320.8,-33.53,17.1,79.1,0,997,1,1
1,2014,183,930,1,678.4,558.2,288.1,-40.66,17.1,79,0,997,1,1
1,2014,183,1000,1,930,658.3,394.3,-53.55,17.23,78.1,0,997,1,1
1,2014,183,1030,1,1358,705,580.8,-60.75,17.94,73.9,0,997,1,1
1,2014,183,1100,1,647,584.6,261.1,-42.13,17.96,71.9,0,997,1,1
1,2014,183,1130,1,1087,667.1,455.1,-55.15,18.12,71,0,997,1,1
1,2014,183,1200,1,2012,552.6,843,-89.1,19.88,62.6,0,997,1,1
1,2014,183,1230,1,1310,806,560.8,-54.73,20.01,63.52,0,997,1,1
1,2014,183,1300,1,1611,832,683.8,-71.9,20.16,62.34,0,997,1,1
1,2014,183,1330,1,2016,682,831,-86.1,20.66,58.07,0,996,1,1
1,2014,183,1400,1,1652,633,671.8,-81.3,20.61,58.32,0,996,1,1
1,2014,183,1430,1,1492,606.4,612.3,-69.73,20.82,58.01,0,996,1,1
1,2014,183,1500,1,1849,538.5,749,-86.1,20.95,57.14,0,996,1,1
1,2014,183,1530,1,1613,711,644.6,-67.11,21.06,55.3,0,996,1,1
1,2014,183,1600,1,1338,567.4,515.6,-71.9,21.1,54.93,0,996,1,1
1,2014,183,1630,1,1702,565.6,646.8,-75.3,21.46,53.68,0,996,1,1
1,2014,183,1700,1,1310,655.8,509.7,-54.41,21.57,52.31,0,996,1,1
1,2014,183,1730,1,770,430.1,282.3,-47.04,21.1,55.05,0,996,1,1
1,2014,183,1800,1,954,336.3,326.6,-86,20.79,56.56,0,996,1,1
1,2014,183,1830,1,979,319,332.8,-79.2,20.97,58.42,0,996,1,1
1,2014,183,1900,1,758,403.5,273.5,-50.1,20.61,60.45,0,996,1,1
1,2014,183,1930,1,543.3,309.4,196.8,-35.19,20.46,60.96,0,996,1,1
1,2014,183,2000,1,276.5,133.9,85.4,-81.1,19.83,63.79,0,996,1,1
1,2014,183,2030,1,134.7,87.9,37.33,-78.2,19.3,64.75,0,996,1,1
1,2014,183,2100,1,37.21,28.01,6.753,-74.8,18.71,66.98,0,996,1,1
1,2014,183,2130,1,0,2.861,0,-74.4,18.25,69.98,0,997,1,1
1,2014,183,2200,1,0,2.432,0,-72.7,17.82,72.8,0,997,1,1
1,2014,183,2230,1,0,2.519,0,-71.2,17.38,76.8,0,998,1,1
1,2014,183,2300,1,0,2.604,0,-69.61,16.89,80.2,0,998,1,1
1,2014,183,2330,1,0,2.549,0,-69.24,16.42,83.3,0,997,1,1
1,2014,183,0000,1,0,2.362,0,-68.02,15.91,86.2,0,997,1,1
1,2014,184,0030,1,0,2.369,0,-66.71,15.6,88.1,0,997,1,1
1,2014,184,100,1,0,2.497,0,-64.68,15.27,89.7,0,997,1,1
1,2014,184,130,1,0,2.549,0,-62.72,15.08,90.9,0,997,1,1
1,2014,184,200,1,0,2.602,0,-55.16,14.88,91.7,0,997,1,1
1,2014,184,230,1,0,2.475,0,-58.74,14.69,92.7,0,997,1,1
1,2014,184,300,1,0,2.386,0,-63.5,14.51,93.5,0,996,1,1
1,2014,184,330,1,0,2.347,0,-60.67,14.3,94.3,0,996,1,1
1,2014,184,400,1,0,2.392,0,-56.88,14.33,94.8,0,996,1,1
1,2014,184,430,1,0,2.34,0,-49.77,14.3,95.2,0,996,1,1
1,2014,184,500,1,0,2.282,0,-41.78,14.25,95.5,0,996,1,1
1,2014,184,530,1,0,2.46,0,-43.96,14.19,95,0,996,1,1
1,2014,184,600,1,0,3.445,0,-47.25,14.18,94.6,0,996,1,1
1,2014,184,630,1,39.6,27.88,13.06,-62.51,14.25,93.7,0,996,1,1
1,2014,184,700,1,129.6,83.2,79.2,-66.37,14.5,92.8,0,996,1,1
1,2014,184,730,1,296.6,152.2,136.8,-67.06,14.74,91.9,0,997,1,1
1,2014,184,800,1,723,342.6,331.8,-60.2,16.07,87.4,0,997,1,1
1,2014,184,830,1,873,253,385.9,-78.3,18.11,77.1,0,997,1,1
1,2014,184,900,1,1017,233.9,449,-84,19.18,70.5,0,997,1,1
1,2014,184,930,1,1212,253.9,528.1,-87.1,20.05,67.72,0,997,1,1
1,2014,184,1000,1,1391,284.1,600.7,-90.6,21,62.38,0,998,1,1
1,2014,184,1030,1,1563,308.9,663.5,-93.3,21.6,60.85,0,998,1,1
1,2014,184,1100,1,1696,292.1,718,-97.9,22.18,57.87,0,998,1,1
1,2014,184,1130,1,1804,293.6,763,-101.1,22.68,55.78,0,998,1,1
1,2014,184,1200,1,1919,308.9,797,-105.8,23.55,52.68,0,998,1,1
1,2014,184,1230,1,1966,324.7,820,-110.8,23.97,46.89,0,998,1,1
1,2014,184,1300,1,1985,303.9,835,-115.6,24.95,42.15,0,997,1,1
1,2014,184,1330,1,2083,333.4,839,-114.8,25.41,39.27,0,997,1,1
1,2014,184,1400,1,1947,370.2,774,-110.2,25.97,38.57,0,997,1,1
1,2014,184,1430,1,2003,550.2,806,-96.7,26.27,38.19,0,996,1,1
1,2014,184,1500,1,1846,495.3,734,-101.7,26.85,36.93,0,996,1,1
1,2014,184,1530,1,1451,461.2,565.6,-95.6,26.73,40.62,0,996,1,1
1,2014,184,1600,1,1704,516.7,640.8,-95,27.35,38.87,0,996,1,1
1,2014,184,1630,1,1519,496.8,567.7,-91,27.24,37.49,0,996,1,1
1,2014,184,1700,1,1181,453.2,440.1,-86.1,27.02,44.91,0,995,1,1
1,2014,184,1730,1,1145,404.2,405,-84,25.97,53.89,0,995,1,1
1,2014,184,1800,1,1081,340.1,372.5,-86.2,25.47,54.07,0,996,1,1
1,2014,184,1830,1,891,279.2,296.5,-86.4,24.83,53.33,0,996,1,1
1,2014,184,1900,1,679.1,228.4,218.2,-84.9,24.4,53.81,0,996,1,1
1,2014,184,1930,1,455.8,181.4,144,-83.1,23.98,53.08,0,996,1,1
1,2014,184,2000,1,262.6,132,80.1,-81.7,23.52,54.14,0,997,1,1
1,2014,184,2030,1,120.6,79.5,28.85,-80.3,22.78,56.31,0,997,1,1
1,2014,184,2100,1,0,24.24,0,-78.4,21.27,61.99,0,997,1,1
1,2014,184,2130,1,0,2.868,0,-76.5,20.41,64.35,0,998,1,1
1,2014,184,2200,1,0,2.504,0,-75.2,19.63,66.87,0,998,1,1
1,2014,184,2230,1,0,2.56,0,-73.7,18.61,73.3,0,998,1,1
1,2014,184,2300,1,0,2.412,0,-71.3,17.7,80.1,0,998,1,1
1,2014,184,2330,1,0,2.421,0,-69.83,17.01,84.4,0,998,1,1
1,2014,184,0000,1,0,2.477,0,-67.96,16.6,86,0,999,1,1
1,2014,185,0030,1,0,2.445,0,-67.46,16.43,86.6,0,999,1,1
1,2014,185,100,1,0,2.478,0,-66.65,16.01,88.6,0,999,1,1
1,2014,185,130,1,0,2.556,0,-65.94,15.57,90.5,0,998,1,1
1,2014,185,200,1,0,2.575,0,-64.78,15.28,92.6,0,998,1,1
1,2014,185,230,1,0,2.382,0,-65.49,15.43,92.4,0,998,1,1
1,2014,185,300,1,0,2.28,0,-64.86,15.37,92.8,0,998,1,1
1,2014,185,330,1,0,2.266,0,-63.53,15.05,93.4,0,998,1,1
1,2014,185,400,1,0,2.319,0,-57.29,14.6,95.1,0,998,1,1
1,2014,185,430,1,0,2.347,0,-46.75,14.46,95.5,0,998,1,1
1,2014,185,500,1,0,2.318,0,-41.2,14.55,95.2,0,998,1,1
1,2014,185,530,1,0,2.266,0,-36.06,14.6,95,0,998,1,1
1,2014,185,600,1,0,3.518,0,-31.02,14.62,94.9,0,998,1,1
1,2014,185,630,1,40.89,30.52,14.19,-31.03,14.77,94.7,0,998,1,1
1,2014,185,700,1,146.7,96.5,83.4,-47.58,14.82,95,0,998,1,1
1,2014,185,730,1,355.3,162.9,176.7,-69.07,15.57,93,0,998,1,1
1,2014,185,800,1,585.1,202.9,268.1,-73.3,16.73,88.5,0,998,1,1
1,2014,185,830,1,759,252.5,336.7,-77.4,17.94,83.1,0,999,1,1
1,2014,185,900,1,1020,287.2,450.8,-81.6,18.87,78.8,0,999,1,1
1,2014,185,930,1,1311,628.4,584,-59.18,19.4,77.6,0,999,1,1
1,2014,185,1000,1,1037,722,447.5,-47.82,19.16,78.4,0,999,1,1
1,2014,185,1030,1,1368,639.2,586.6,-67.28,19.38,77.1,0,999,1,1
1,2014,185,1100,1,1566,459.1,664.4,-87.6,20.03,74.4,0,999,1,1
1,2014,185,1130,1,1749,341.8,741,-98.6,20.8,71.2,0,999,1,1
1,2014,185,1200,1,1926,327.6,797,-103.8,21.65,67.53,0,999,1,1
1,2014,185,1230,1,1965,364.5,819,-105.4,22.54,64.7,0,999,1,1
1,2014,185,1300,1,1988,370.5,834,-106.2,23.19,63.88,0,999,1,1
1,2014,185,1330,1,2079,379.1,839,-108.1,23.66,61.47,0,999,1,1
1,2014,185,1400,1,1993,423.4,793,-105.5,24.1,61.99,0,999,1,1
1,2014,185,1430,1,2002,328.8,802,-108.3,24.23,59.81,0,999,1,1
1,2014,185,1500,1,1911,319.5,763,-107.7,24.74,59.03,0,998,1,1
1,2014,185,1530,1,1854,312.8,723,-107.3,24.98,57.55,0,998,1,1
1,2014,185,1600,1,1793,313,670.3,-107.3,25.22,55.35,0,998,1,1
1,2014,185,1630,1,1664,316.4,604.8,-105.3,25.58,53.28,0,998,1,1
1,2014,185,1700,1,1469,305.9,534.8,-103,25.79,53.02,0,998,1,1
1,2014,185,1730,1,1296,302.2,454,-100.6,25.93,54.05,0,997,1,1
1,2014,185,1800,1,1109,286.7,374.7,-97.1,25.67,54.71,0,997,1,1
1,2014,185,1830,1,908,234.7,296,-97.2,25.31,55.26,0,997,1,1
1,2014,185,1900,1,703,184.5,221.3,-96.9,24.03,58.49,0,998,1,1
1,2014,185,1930,1,478.9,147.8,147.7,-96,22.74,61.62,0,998,1,1
1,2014,185,2000,1,278,114.8,81.4,-94.2,21.82,63.04,0,998,1,1
1,2014,185,2030,1,126.6,73.7,28.05,-90.9,20.6,67,0,998,1,1
1,2014,185,2100,1,0,23.4,0,-89,19.36,70.1,0,998,1,1
1,2014,185,2130,1,0,2.852,0,-84.1,18.16,75,0,998,1,1
1,2014,185,2200,1,0,2.397,0,-79.2,17.21,79.7,0,999,1,1
1,2014,185,2230,1,0,2.501,0,-76,16.62,82.1,0,999,1,1
1,2014,185,2300,1,0,2.525,0,-71.8,16.05,84.6,0,999,1,1
1,2014,185,2330,1,0,2.562,0,-71.3,15.51,86.7,0,1000,1,1
1,2014,185,0000,1,0,2.328,0,-72.4,15.1,87.7,0,1000,1,1
1,2014,186,0030,1,0,2.465,0,-71.5,14.74,88.6,0,1000,1,1
1,2014,186,100,1,0,2.429,0,-69.63,14.33,90.4,0,999,1,1
1,2014,186,130,1,0,2.431,0,-69.1,13.99,92,0,999,1,1
1,2014,186,200,1,0,2.412,0,-66.96,13.81,92.7,0,999,1,1
1,2014,186,230,1,0,2.524,0,-67.26,13.83,93.5,0,999,1,1
1,2014,186,300,1,0,2.54,0,-64.65,13.68,94.3,0,998,1,1
1,2014,186,330,1,0,2.522,0,-49.8,13.49,95.4,0,998,1,1
1,2014,186,400,1,0,2.322,0,-37.41,13.29,95.8,0,998,1,1
1,2014,186,430,1,0,2.318,0,-31.08,12.96,96.6,0,998,1,1
1,2014,186,500,1,0,2.446,0,-26.47,13.09,97,0,998,1,1
1,2014,186,530,1,0,2.476,0,-23.2,13.13,97.1,0,998,1,1
1,2014,186,600,1,0,3.259,0,-18.23,13.11,97.4,0,998,1,1
1,2014,186,630,1,29.92,22.45,7.01,-7.36,13.6,97.6,0,998,1,1
1,2014,186,700,1,78.4,69.03,27.64,-5.208,14.28,97.4,0,998,1,1
1,2014,186,730,1,170.3,158.3,67.33,-10.72,14.73,96.5,0,998,1,1
1,2014,186,800,1,294.8,271.5,118.9,-27.85,15.3,94.8,0,998,1,1
1,2014,186,830,1,576.8,360.1,250.3,-39.97,16.06,91.6,0,998,1,1
1,2014,186,900,1,1016,285.1,447.2,-77.9,17,87.1,0,998,1,1
1,2014,186,930,1,1234,227.6,532.7,-84.5,18.05,82.5,0,998,1,1
1,2014,186,1000,1,1419,235.9,609.2,-87.9,19.03,78.2,0,998,1,1
1,2014,186,1030,1,1597,251.7,673.3,-91.2,19.87,74.6,0,998,1,1
1,2014,186,1100,1,1731,227.6,727,-95.9,20.79,70.4,0,998,1,1
1,2014,186,1130,1,1842,223.9,770,-99.8,21.73,66.53,0,998,1,1
1,2014,186,1200,1,1945,238.2,802,-103.5,23.08,62.84,0,998,1,1
1,2014,186,1230,1,1984,258.4,823,-106.6,23.61,60.16,0,997,1,1
1,2014,186,1300,1,1992,249.3,832,-107,24.25,59.05,0,997,1,1
1,2014,186,1330,1,2065,260.7,830,-107.8,24.42,59.57,0,997,1,1
1,2014,186,1400,1,2068,253.1,822,-108.8,24.8,58.39,0,997,1,1
1,2014,186,1430,1,2006,230,802,-110.1,25.19,55.5,0,997,1,1
1,2014,186,1500,1,1939,223.4,770,-107.9,25.09,54.51,0,997,1,1
1,2014,186,1530,1,1874,220.2,725,-107.2,25.18,53.78,0,996,1,1
1,2014,186,1600,1,1806,235.6,670.3,-105.9,25.35,52.82,0,996,1,1
1,2014,186,1630,1,1687,240.3,607.1,-104.3,25.47,52.83,0,996,1,1
1,2014,186,1700,1,1492,219.8,535.1,-100.7,25,54.93,0,996,1,1
1,2014,186,1730,1,1330,205.9,459.9,-97,24.28,55.8,0,996,1,1
1,2014,186,1800,1,1150,203.5,382.8,-93.4,23.85,57.65,0,996,1,1
1,2014,186,1830,1,953,186.7,305.9,-91.3,23.14,61.47,0,996,1,1
1,2014,186,1900,1,604.7,154.9,186.3,-87.5,22.03,64.4,0,997,1,1
1,2014,186,1930,1,497.9,139.7,150.4,-86.2,21.77,65.44,0,997,1,1
1,2014,186,2000,1,276.3,109.5,80,-84,21.07,66.55,0,997,1,1
1,2014,186,2030,1,105.2,67.59,24.11,-80.4,20.08,69.49,0,997,1,1
1,2014,186,2100,1,0,21.1,0,-72.3,19.28,71.3,0,997,1,1
1,2014,186,2130,1,0,2.802,0,-64.7,18.84,72.9,0,998,1,1
1,2014,186,2200,1,0,2.562,0,-40.78,18.75,74.1,0,998,1,1
1,2014,186,2230,1,0,2.621,0,-49.71,18.66,77.2,0,998,1,1
1,2014,186,2300,1,0,2.454,0,-48.63,18.14,80.3,0,998,1,1
1,2014,186,2330,1,0,2.308,0,-37.61,18.01,81.9,0,998,1,1
1,2014,186,0000,1,0,2.277,0,-15.58,17.99,83.2,0,998,1,1
1,2014,187,0030,1,0,2.291,0,-15.36,18.07,84,0,998,1,1
1,2014,187,100,1,0,2.306,0,-16.85,17.95,83.8,0,998,1,1
1,2014,187,130,1,0,2.36,0,-14.18,17.73,85.2,0,997,1,1
1,2014,187,200,1,0,2.406,0,-13.3,17.63,84,0,997,1,1
1,2014,187,230,1,0,2.478,0,-15.04,17.61,84.2,0,997,1,1
1,2014,187,300,1,0,2.582,0,-12.1,17.47,84.6,0,997,1,1
1,2014,187,330,1,0,2.621,0,-10.8,16.58,89.5,0,997,1,1
1,2014,187,400,1,0,2.641,0,-15,16.29,92.3,0,997,1,1
1,2014,187,430,1,0,2.621,0,-11.87,16.47,91.2,0,997,1,1
1,2014,187,500,1,0,2.552,0,-14.09,16.64,90.1,0,997,1,1
1,2014,187,530,1,0,2.528,0,-19,17.01,86.6,0,997,1,1
1,2014,187,600,1,0,2.949,0,-24.81,17.06,85,0,997,1,1
1,2014,187,630,1,35.17,24.93,12.88,-35.48,16.96,85.4,0,996,1,1
1,2014,187,700,1,55.38,46.72,20.53,-13.88,17.07,85.6,0,997,1,1
1,2014,187,730,1,61.89,52.91,21.01,-12.29,17.35,85.5,0,997,1,1
1,2014,187,800,1,77,67.41,25.36,-10.39,17.52,85.9,0,997,1,1
1,2014,187,830,1,117.3,106.7,42.05,-10.86,17.59,86.4,0,997,1,1
1,2014,187,900,1,223.7,211.8,83.2,-9.58,17.55,86.3,0,997,1,1
1,2014,187,930,1,247,234.1,91.7,-3.819,16.95,92.8,0,997,1,1
1,2014,187,1000,1,292.2,277.9,112.1,-5.617,17.13,95.2,0.203,997,1,1
1,2014,187,1030,1,256.3,242.9,94.7,-6.686,17.67,93.5,0,997,1,1
1,2014,187,1100,1,326.6,309.8,120.5,-8.13,18.42,91.2,0,997,1,1
1,2014,187,1130,1,450.4,429.4,168.1,-4.428,18.34,93.3,0.609,997,1,1
1,2014,187,1200,1,314.2,300.3,115,-1.816,18.18,96.8,1.624,997,1,1
1,2014,187,1230,1,449.6,429.6,176.3,-2.559,18.23,97.7,0.812,997,1,1
1,2014,187,1300,1,848,763,349.3,-15.65,18.84,96.4,0,997,1,1
1,2014,187,1330,1,663.4,610.8,275.9,-12.89,19.26,93.6,0,997,1,1
1,2014,187,1400,1,1076,790,459.2,-23.65,20.18,87.4,0,997,1,1
1,2014,187,1430,1,1326,966,558.2,-33.23,21.05,78,0,997,1,1
1,2014,187,1500,1,963,758,396.7,-30.17,21.27,72.9,0,996,1,1
1,2014,187,1530,1,661.9,561.9,268.1,-22.66,21.13,72.1,0,996,1,1
1,2014,187,1600,1,1317,929,526.2,-42.75,21.98,65.46,0,996,1,1
1,2014,187,1630,1,1508,535.9,564.4,-70.6,22.6,62.57,0,996,1,1
1,2014,187,1700,1,788,494.6,301.7,-43.77,22.13,67.3,0,996,1,1
1,2014,187,1730,1,1044,536.9,374.9,-68.91,21.7,69.72,0,996,1,1
1,2014,187,1800,1,657.6,488.5,237.3,-52.73,21.29,71.5,0,996,1,1
1,2014,187,1830,1,376.3,350,146.9,-37.97,20.84,70.7,0,996,1,1
1,2014,187,1900,1,510,347.3,187.1,-47.34,21.2,68.43,0,996,1,1
1,2014,187,1930,1,366,267.4,132.7,-57.07,20.73,68.32,0,997,1,1
1,2014,187,2000,1,200.3,164.1,74.7,-39.57,19.85,69.25,0,997,1,1
1,2014,187,2030,1,101.1,87,34.57,-63.35,18.8,72.8,0,998,1,1
1,2014,187,2100,1,23.35,15.71,3.266,-51.09,18.07,75.2,0,998,1,1
1,2014,187,2130,1,0,2.536,0,-27.09,17.71,76,0,998,1,1
1,2014,187,2200,1,0,2.445,0,-41.16,17.26,74.9,0,999,1,1
1,2014,187,2230,1,0,2.497,0,-68.16,16.39,73.9,0,999,1,1
1,2014,187,2300,1,0,2.471,0,-71.9,15.7,77.1,0,999,1,1
1,2014,187,2330,1,0,2.53,0,-73.9,15.17,80,0,999,1,1
1,2014,187,0000,1,0,2.582,0,-77.1,14.81,81.5,0,999,1,1
1,2014,188,0030,1,0,2.614,0,-77.7,14.45,83.3,0,999,1,1
1,2014,188,100,1,0,2.536,0,-78.1,14.08,85.5,0,999,1,1
1,2014,188,130,1,0,2.507,0,-78.5,13.82,87.5,0,999,1,1
1,2014,188,200,1,0,2.303,0,-77.6,13.7,88.7,0,999,1,1
1,2014,188,230,1,0,2.483,0,-78.4,13.66,88.9,0,999,1,1
1,2014,188,300,1,0,2.435,0,-73.4,13.51,89.3,0,999,1,1
1,2014,188,330,1,0,2.564,0,-75.6,13.37,89.4,0,999,1,1
1,2014,188,400,1,0,2.505,0,-75,13.22,90.2,0,999,1,1
1,2014,188,430,1,0,2.561,0,-73.5,13.09,90.8,0,999,1,1
1,2014,188,500,1,0,2.577,0,-68.21,12.95,91.7,0,999,1,1
1,2014,188,530,1,0,2.498,0,-66.45,12.81,92,0,999,1,1
1,2014,188,600,1,0,3.292,0,-74.3,13.15,90.3,0,999,1,1
1,2014,188,630,1,42.31,29.2,16.05,-72.9,13.07,89.6,0,1000,1,1
1,2014,188,700,1,143.3,85.8,86.7,-74.3,13.17,89.2,0,1000,1,1
1,2014,188,730,1,358.3,138.6,173.3,-78.2,13.82,87.4,0,1000,1,1
1,2014,188,800,1,597.9,164.2,271.1,-82.1,14.6,84,0,1000,1,1
1,2014,188,830,1,827,192.9,366.5,-83.9,15.22,80.1,0,1000,1,1
1,2014,188,900,1,1020,208.8,450.9,-85.6,15.69,75.6,0,1000,1,1
1,2014,188,930,1,1218,224.1,534.2,-87.6,16.5,70,0,1000,1,1
1,2014,188,1000,1,1403,246.3,608.7,-90.9,17.18,64.42,0,1000,1,1
1,2014,188,1030,1,1585,263.8,675.5,-95.9,18.03,59.43,0,1000,1,1
1,2014,188,1100,1,1713,238.8,730,-100.3,18.78,55.97,0,1000,1,1
1,2014,188,1130,1,1828,233.6,773,-105.5,19.67,52.23,0,1000,1,1
1,2014,188,1200,1,1926,243,806,-107.6,20.08,49.1,0,1000,1,1
1,2014,188,1230,1,1972,264.3,826,-108.5,20.48,47.24,0,1000,1,1
1,2014,188,1300,1,1983,246.7,836,-109.6,21.06,46.52,0,1000,1,1
1,2014,188,1330,1,2054,246.1,836,-111.9,21.56,43.62,0,1000,1,1
1,2014,188,1400,1,2058,236.2,825,-112,22.12,42.81,0,1000,1,1
1,2014,188,1430,1,1995,223.2,805,-112.8,22.7,40.67,0,1000,1,1
1,2014,188,1500,1,1921,228.3,769,-111.4,23.02,40.73,0,999,1,1
1,2014,188,1530,1,1861,233.4,723,-109,23.31,41.98,0,999,1,1
1,2014,188,1600,1,1800,244.7,670.5,-108.7,23.48,39.33,0,999,1,1
1,2014,188,1630,1,1680,243.4,607.9,-106,23.54,39.48,0,999,1,1
1,2014,188,1700,1,1482,226.6,535.6,-102.5,23.37,41.35,0,999,1,1
1,2014,188,1730,1,1314,214.4,459,-99.2,22.83,42.89,0,999,1,1
1,2014,188,1800,1,1138,205.1,381.7,-96.6,22.58,41.8,0,999,1,1
1,2014,188,1830,1,941,180.4,303.9,-93.7,22.09,42.52,0,999,1,1
1,2014,188,1900,1,719,156.6,225.5,-90.7,21.34,45.14,0,999,1,1
1,2014,188,1930,1,486.4,135.5,149.2,-87.5,20.54,49.62,0,1000,1,1
1,2014,188,2000,1,276.5,109.9,81.5,-84.2,19.81,54.2,0,1000,1,1
1,2014,188,2030,1,123.2,72.4,27.89,-80.2,18.91,60.08,0,1000,1,1
1,2014,188,2100,1,0,23.09,0,-77.4,17.91,65.22,0,1001,1,1
1,2014,188,2130,1,0,2.825,0,-76.4,17.16,67.77,0,1001,1,1
1,2014,188,2200,1,0,2.552,0,-76.4,16.64,68.9,0,1001,1,1
1,2014,188,2230,1,0,2.506,0,-75.2,16.19,71.7,0,1002,1,1
1,2014,188,2300,1,0,2.593,0,-74.1,15.81,73.6,0,1002,1,1
1,2014,188,2330,1,0,2.401,0,-74.3,15.52,75.5,0,1001,1,1
1,2014,188,0000,1,0,2.325,0,-73.6,15.26,76.8,0,1001,1,1
1,2014,189,0030,1,0,2.466,0,-72.9,15.02,77.5,0,1001,1,1
1,2014,189,100,1,0,2.512,0,-73,14.87,77.8,0,1001,1,1
1,2014,189,130,1,0,2.495,0,-72.1,14.65,79.4,0,1001,1,1
1,2014,189,200,1,0,2.442,0,-69.86,14.49,80.2,0,1001,1,1
1,2014,189,230,1,0,2.314,0,-69.27,14.51,79.6,0,1001,1,1
1,2014,189,300,1,0,2.37,0,-68.7,14.34,81.3,0,1001,1,1
1,2014,189,330,1,0,2.437,0,-69.13,14.15,82.7,0,1001,1,1
1,2014,189,400,1,0,2.342,0,-68.26,14.02,83,0,1000,1,1
1,2014,189,430,1,0,2.468,0,-67.78,14.07,81.4,0,1000,1,1
1,2014,189,500,1,0,2.485,0,-67.68,13.97,81.7,0,1000,1,1
1,2014,189,530,1,0,2.557,0,-68.21,13.96,82.3,0,1000,1,1
1,2014,189,600,1,0,3.507,0,-68.18,13.75,83.8,0,1001,1,1
1,2014,189,630,1,43.19,26.98,22.57,-69.42,13.75,84.2,0,1001,1,1
1,2014,189,700,1,144.6,74.4,91.9,-69.84,14.04,82.8,0,1001,1,1
1,2014,189,730,1,380,116.5,185.6,-72.3,14.66,79.8,0,1001,1,1
1,2014,189,800,1,577.3,136.1,256,-75,15.35,76.2,0,1001,1,1
1,2014,189,830,1,836,161.6,365.1,-78.1,16.41,72.6,0,1001,1,1
1,2014,189,900,1,1036,184.8,450.7,-80.7,17.37,68.77,0,1001,1,1
1,2014,189,930,1,1228,198.3,532.3,-83.2,18.43,65.8,0,1001,1,1
1,2014,189,1000,1,1412,222.2,606.1,-88.3,19.62,62.78,0,1001,1,1
1,2014,189,1030,1,1595,244,672.5,-93.1,20.5,60.15,0,1001,1,1
1,2014,189,1100,1,1724,222.2,728,-97.3,21.39,57.67,0,1001,1,1
1,2014,189,1130,1,1835,215.9,772,-101.7,22.22,55.13,0,1000,1,1
1,2014,189,1200,1,1935,226.9,806,-105.4,22.89,52.55,0,1000,1,1
1,2014,189,1230,1,1982,250.1,829,-109,23.66,50.53,0,1000,1,1
1,2014,189,1300,1,1997,235.1,838,-110.8,24.17,49.47,0,1000,1,1
1,2014,189,1330,1,2066,240.8,837,-112.1,24.6,48.9,0,1000,1,1
1,2014,189,1400,1,2067,237.1,824,-109.7,24.5,51.58,0,999,1,1
1,2014,189,1430,1,2000,226.9,805,-109.6,24.86,51.95,0,999,1,1
1,2014,189,1500,1,1928,227.1,773,-110.1,24.85,51.51,0,999,1,1
1,2014,189,1530,1,1871,232,732,-110.1,24.98,51.43,0,998,1,1
1,2014,189,1600,1,1806,249.5,678.9,-110,25.29,50.69,0,998,1,1
1,2014,189,1630,1,1686,249.6,616.6,-110.2,25.39,49.45,0,998,1,1
1,2014,189,1700,1,1490,229.6,545.3,-109.2,25.34,47.72,0,997,1,1
1,2014,189,1730,1,1324,212.7,468,-107.5,25.41,47.51,0,997,1,1
1,2014,189,1800,1,1152,206,389.4,-105.8,24.93,48.97,0,997,1,1
1,2014,189,1830,1,946,180.4,310.5,-104.5,24.08,51.95,0,997,1,1
1,2014,189,1900,1,722,154,229.8,-102.5,23.27,53.59,0,997,1,1
1,2014,189,1930,1,486.6,132.7,151.4,-98.9,22.39,56.54,0,997,1,1
1,2014,189,2000,1,278.6,108.6,82.4,-93.2,21.84,58.41,0,997,1,1
1,2014,189,2030,1,123.1,71.2,27.22,-89.5,20.9,61.11,0,998,1,1
1,2014,189,2100,1,0,23.02,0,-85.9,19.79,65.09,0,998,1,1
1,2014,189,2130,1,0,2.913,0,-81.9,18.98,68.4,0,998,1,1
1,2014,189,2200,1,0,2.356,0,-79.7,18.36,70.8,0,998,1,1
1,2014,189,2230,1,0,2.478,0,-78.5,17.83,72.5,0,998,1,1
1,2014,189,2300,1,0,2.488,0,-77.2,17.4,74.7,0,998,1,1
1,2014,189,2330,1,0,2.567,0,-73.7,16.99,77,0,998,1,1
1,2014,189,0000,1,0,2.534,0,-72.3,16.73,78.5,0,998,1,1
1,2014,190,0030,1,0,2.521,0,-71.6,16.47,79.8,0,998,1,1
1,2014,190,100,1,0,2.532,0,-71.5,16.24,81.2,0,997,1,1
1,2014,190,130,1,0,2.619,0,-73.1,16.07,82.2,0,997,1,1
1,2014,190,200,1,0,2.393,0,-73.2,15.81,83.5,0,997,1,1
